Nombre inmueble,Latitud,Longitud
INSTITUTO AMERICANO LEONARDO DA VINCI,21.168371,-86.822746
"COLEGIO UNIVERSITARIO ANGLO MEXICANO, S.C. (CUAM)",20.990502,-87.196498
CENTRO ESCOLAR BALAM,21.143893,-86.871856
COLEGIO MONTESSORI DE CANCUN,21.185829,-86.842966
ESCUELA LA SALLE,21.139876,-86.890813
CAMPO ESCUELA SAN JOSE,21.166991,-86.8442
COLEGIO ALEXANDRE,21.151028,-86.880557
INSTITUTO QUEEN REGINA,20.855927,-86.902497
INSTITUTO TECNOLOGICO DE CANCUN,21.1278,-86.830152
UNIVERSIDAD TECNOLOGICA DE CANCUN,21.139783,-86.822963
MI PATRIA ES PRIMERO,21.150491,-86.843109
DAVID ALFARO SIQUEIROS,21.097175,-86.845871
5 DE MAYO,21.101897,-86.841716
COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS UNIDAD LEONA,21.192722,-86.832091
FRANCISCO ZARCO,21.135212,-86.90376
CINCO DE JUNIO,21.116833,-86.842452
SIHO PAL,21.127324,-86.842383
OTILIO MONTA—O,21.139188,-86.833827
LAURO AGUIRRE ESPINOZA,21.050697,-86.847132
ROSARIO SANSORES SABIDO,21.160721,-86.847579
AQUILES SERDAN,18.505768,-88.308989
RAMON BRAVO PRIETO,21.093856,-88.308989
IBERO STAR PARAISO,20.718605,-86.9358
SANDOS PLAYACAR,20.605977,-87.098254
FAIRMONT MAYA COBA,20.6864,-87.027585
SECREST CAPRI,20.696682,-87.015791
HOTEL VIVA WYNDHAM AZTECA,20.610763,-87.08713
HOTEL VIVA MAYA,20.608035,-87.088367
CATALONIA PLAYA MAROMA,20.73917,-87.970289
BLUE BAY GRAND ESMERALDA,20.700257,-87.012947
GRAND FLAMENCO XCARET,20.585309,-87.116596
SANDOS CARACOL,20.660121,-87.035535
THE ROYAL HACIENDAS,20.6562,-87.042494
GRUPO MAYAN PALACE,20.767569,-87.955077
RIU TEQUILA,20.607801,-87.093472
RIU YUCATAN,20.605057,-87.088819
RIU LUPITA,20.612343,-87.092045
RIU PALACE RIVIERA MAYA,20.608919,-87.08666
CATALONIA YUCATAN,20.503749,-87.221419
DIMAS SANSORES,20.884492,-87.547077
ALEJANDRO MAY CANUL,20.984444,-87.493074
LUIS ALVAREZ BUELA,21.235343,-87.431783
LAZARO CARDENAS,21.10129,-87.487056
VICENTE GUERRERO,20.94501,-87.324807
JOSE FRANCISCO PACHECO TAMAYO,21.353085,-87.430054
NUESTRA BANDERA NACIONAL,21.107906,-87.489407
FELIPE AGUILAR ALCOCER,20.882251,-87.524005
OTHON P BLANCO,21.099166,-87.490322
IGNACIO MANUEL ALTAMIRANO,20.82987,-87.283001
TIBURCIO MENA,20.790487,-87.28064
CRISTIAN ANDERSEN,20.983752,-87.49184
IGNACIO ZARAGOZA,20.894599,-87.465781
TANCHUMUCIL,21.350563,-87.430644
JOSE MARIA MORELOS,20.94538,-87.325298
KANTUNILKIN,21.235598,-87.431148
CENTRO DE ATENCION MULTIPLE,20.882933,-87.545582
CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 186,20.972347,-87.395641
LAZARO CARDENAS,20.872182,-87.601955
CRI-CRI,21.129021,-87.483246
TIERRA Y LIBERTAD,21.233572,-87.435122
RAFAEL RAMIREZ CASTA—EDA,20.940635,-87.335079
JUANA DE ARCO,20.952213,-87.549901
JAIME NUNO,20.892929,-87.465189
MARIA AVILA QUINTAL,20.821698,-87.507938
JACINTO CANEK,20.693785,-87.59638
VALENTIN GOMEZ FARIAS,20.88227,-87.523524
MANUEL AVILA CAMACHO,20.951201,-87.549695
HERMINIA MEDINA LORIA,21.097704,-87.486678
FRANCISCO JAVIER MINA,21.096989,-87.483864
OCTAVIANO SOLIS AGUIRRE,20.806761,-87.505159
PLUTARCO ELIAS CALLES,20.693827,-87.5947
FRANCISCO I. MADERO,20.882729,-87.532996
RAFAEL E. MELGAR,20.879562,-87.5229
PEDRO BALADO ALONZO,21.352552,-87.430177
CHETUMAL,21.096164,-87.487838
JOSE MA PINO SUAREZ,20.981334,-87.493631
TERENCIO TAH QUETZAL,20.880352,-87.547678
GONZALO DE JESUS ROSADO ITURRALDE,20.854598,-87.325246
JOSEFA ORTIZ DE DOMINGUEZ,21.102955,-87.485973
JOSE VASCONCELOS,20.650341,-87.056553
MALINTZIN,20.209585,-87.465548
FRANCISCO SARABIA,20.40386,-87.972292
EDUARDO MEDINA LORIA,20.635263,-87.074325
CRISTOBAL COLON,20.632122,-87.086158
EMILIANO ZAPATA,20.648289,-87.060872
JUAN JOSE MARTINEZ,20.656804,-87.051621
CHEMUYIL,20.639583,-87.071869
ELEUTERIO LLANES PASOS,20.636106,-87.086132
MATILDE MONTOYA,20.64265,-87.06278
PASCUAL CORAL HEREDIA,20.643741,-87.08749
21 DE MARZO,20.652601,-87.079008
JUANA DE ASBAJE,20.636585,-87.085882
COBA,20.496869,-87.737476
IGNACIO MARIA DE ALLENDE,20.358715,-88.03436
SIMON BOLIVAR,20.347522,-87.353969
GONZALO GUERRERO,20.512498,-87.235378
GENERAL VICENTE GUERRERO,20.361166,-87.585885
BENITO JUAREZ,20.308497,-88.01738
IGNACIO ZARAGOZA,20.287306,-87.975155
JOSE FRANCISCO MAY,20.419382,-87.725873
JOSE ESPA—A CRUZ,20.635665,-87.099925
XAMAN-HA,20.660826,-87.072292
ADOLFO CISNEROS CAMARA,20.402369,-87.323166
GREGORIA COB COB,20.35094,-87.577041
RODOLFO MENENDEZ DE LA PE—A,20.418417,-87.725533
EDUARDO PRIEGO LEON,20.359029,-88.037878
MAESTRO MEXICANO,20.363862,-87.590494
MARIA MONTESSORI,20.311116,-88.016028
JOSE FERNANDEZ DE LIZARDI,20.415192,-87.973619
ARTICULO TERCERO CONSTITUCIONAL,20.214552,-87.463045
JUAN RULFO,20.664287,-87.073446
MARIO CHAN HOYOS,20.208945,-87.464923
RAMON LOPEZ VELARDE,20.400428,-87.321925
EDMUNDO VILLALBA RODRIGUEZ,20.213677,-87.46265
COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS UNIDAD PLAYA,20.348156,-87.353386
RIVIERA MAYA,20.215276,-87.469394
NUEVA CREACION,20.353476,-87.575259
NUEVA CREACION,20.642295,-87.088679
NUEVA CREACION,20.417158,-87.72614
PLAYA DEL CARMEN,20.415196,-87.97452
MARIA MONTESSORI,20.401805,-87.968226
LUIS MANUEL AGUILAR CRUZ,20.309618,-88.017321
SALVADOR ALVARADO,20.368105,-87.974358
EMILIANO ZAPATA,20.359035,-88.038271
VASCO DE QUIROGA,20.28908,-87.974543
VICENTE GUERRERO,20.340997,-87.948362
JUAN DE LA BARRERA,20.429177,-87.652944
RICARDO ROMERO CRUZ,20.489648,-87.737777
ARTICULO TERCERO,20.20746,-87.465934
JOSE MA PINO SUAREZ,20.400654,-87.321897
ERICK PAOLO MARTINEZ,20.363976,-87.591405
ZAMNA,20.496693,-87.736478
ESTADO DE QUINTANA ROO,20.213494,-87.463271
TULUM,20.347152,-87.354141
TUN-BEN ZAZIL,20.68551,-87.056384
JULIO RUELAS,20.657016,-87.08527
OCTAVIANO SOLIS AGUIRRE,20.632655,-87.102006
NUEVA CREACION,20.217104,-87.471744
GUERRA DE CASTAS,20.683459,-87.056642
CARMEN SERDAN,20.630897,-87.076607
MARIANO MATAMOROS,21.160634,-86.847529
FRANCISCO SARABIA,21.160634,-86.847529
IGLESIA PRESBITERIANA EBEN-EZER,20.510769,-86.941578
PLANTEL CONALEP,20.495303,-86.953992
COLEGIO DE BACHILLERES,20.490883,-86.95465
BERNARDINO MEZO,20.495808,-86.9572
IGLESIA PRINCIPE DE PAZ,20.509006,-86.942811
SALON DE REINO DE LOS TESTIGOS DE JEHOVA,20.497994,-86.943683
SALON DE REINO DE LOS TESTIGOS DE JEHOVA,20.496203,-86.930972
IGLESIA PRESBITERIANA EL MESIAS,20.499217,-86.941228
TEMPLO FILADELFIA,20.491986,-86.938239
OCTAVIO PAZ,20.481694,-86.952458
EDNA JULIA POLANCO MEZO,20.490086,-86.928225
CARLOS MONSIVAIS,20.487117,-86.925706
SANTOS DE LOS ULTIMOS DIAS,20.209318,-87.466984
ARCA DE NOE,20.205255,-87.465475
IGLESIA DE DIOS DE LA PROFECIA,20.211727,-87.463559
ENMANUEL,20.212727,-87.461975
IGLESIA ADVENTISTA DEL SEPTIMO DIA,20.210735,-87.464655
LA SANTISIMA TRINIDAD,19.898703,-88.810097
NUEVA JERUSALEM,19.748974,-88.709889
EBEN-EZER,19.898447,-88.810252
LIRIO DE LOS VALLES,19.49152,-88.753612
MONTE DE SION,20.041308,-88.52519
ROSA DE SHARON,19.714207,-88.861648
BETHANIA,19.878807,-88.586467
EL DIVINO REDENTOR,19.619987,-88.309793
PRINCIPE DE PAZ,19.70811,-89.069112
PRINCIPE DE PAZ,20.034592,-88.539529
PUERTA DE SALVACION,20.039652,-88.528493
IGLESIA BAUTISTA,20.034051,-88.534892
APOSENTO ALTO,20.034882,-88.542651
JESUS EL BUEN SALVADOR,20.063582,-88.596561
EL DIVINO SALVADOR,19.845229,-88.730375
PRINCIPE DE PAZ,20.033333,-88.65
PRINCIPE DE PAZ,19.748568,-88.706081
PENIEL,19.746678,-88.701086
EMMANUEL,19.897095,-88.809845
DIVINO NI—O,19.745835,-88.701686
JESUS LA LUZ DEL MUNDO,19.744732,-88.709323
GUADALUPE,20.854707,-86.901136
SAN JOSE,19.66153,-89.066102
S/N,19.845024,-88.729051
SANTA GERTRUDIS,19.799777,-88.772879
‚ÄúNUESTRA SE—ORA DEL PERPETUO SOCORRO‚Äù,19.748181,-88.709856
‚ÄúGUADALUPE‚Äù,19.898255,-88.809547
NUESTRA SE—ORA DE GUADALUPE,19.558357,-99.152151
‚ÄúSAN ANTONIO DE PADUA‚Äù,19.714968,-88.863155
MONTE DE LOS OLIVOS,21.101417,-87.487241
TEMP. DEL ESPIRITU SANTO.,21.100923,-87.485857
TEMP. EL DIVINO REDENTOR,20.987325,-87.201982
IGLESIA UNION NACIONAL,20.9583,-87.3917
IGLESIA PRESBITERIANA,21.233889,-87.433333
IGLESIA PRESBITERIANA ‚ÄúBEERSEBA,19.578027,-88.046559
IGLESIA PRESBITERIANA ‚ÄúGETSEMANI‚Äù,19.597723,-88.038631
IGLESIA PRESBITERIANA ‚ÄúYAHVE JIREH‚Äù,19.580331,-88.05257
IGLESIA DE JESUCRISTO DE LOS SANTOS,19.574958,-88.042739
IGLESIA EL MONTE DE LOS OLIVOS‚Äù,19.57087,-88.045886
IGLESIA TESTIGOS DE JEHOVA,19.579998,-88.043149
IGLESIA CATOLICA,19.7683,-88.19975
IGLESIA BAUTISTA,19.141769,-88.161837
DIOS DE LA PROFECIA,19.241358,-88.554215
CONGREGACION ‚ÄúBUEN PASTOR‚Äù,19.143032,-88.169376
OTHON P. BLANCO,18.514145,-88.295249
SALVADOR LIZARRAGA CARRILLO,18.547119,-88.284617
VALENTIN GOMEZ FARIAS,18.517615,-88.286297
DAVID ALFARO SIQUEIROS,18.527124,-88.281667
ERNESTO NOVELO Y NOVELO,18.687785,-88.387183
JUAN RUIZ DE ALARCON,18.070951,-89.299613
LUIS FERNANDO CERVERA CORTES,18.451706,-88.929792
CLAUDIO CORTES CASTRO,19.082159,-88.794213
LEONA VICARIO,18.701097,-88.856721
RAUL VILLANUEVA AGUILAR,19.184721,-88.523678
FRANCISCO VILLA,18.883512,-88.2382
FRANCISCO GABILONDO SOLER,18.167619,-88.692459
HERMENEGILDO GALEANA,18.555777,-88.25685
IGNACIO RAMIREZ,18.498779,-88.479932
ISABEL MARIN CEBALLOS,19.019903,-88.108779
LUIS DONALDO COLOSIO MURRIETA,18.978528,-88.213492
ADOLFO RUIZ CORTINEZ,18.600757,-88.810889
CURSOS COMUNITARIOS PRIMARIA,18.042034,-89.06713
MAESTRO JOSE AGAPITO XIU XIU,18.194022,-88.982061
MOISES SAENZ GARZA,19.185015,-88.523139
MIGUEL HIDALGO,19.081838,-88.453217
ANDRES QUINTANA ROO,18.654076,-88.222315
DON MELCHOR OCAMPO,18.446091,-89.10437
MARIA DE JESUS GONGORA GARRIDO,18.696794,-88.857849
GREGORIO TORRES QUINTERO,19.081075,-88.789602
RAMON LOPEZ VELARDE,18.727168,-89.134874
SILVIA DEL CARMEN MATUS COURTENAY,19.088453,-88.59621
LAZARO CARDENAS DEL RIO,18.938314,-88.398721
MOCTEZUMA,18.684613,-88.272275
BENITO JUAREZ,18.175569,-89.239822
JUSTO SIERRA MENDEZ,17.981574,-89.21567
IGNACIO ALLENDE,18.527723,-88.321146
DE LAS AMERICAS,18.204945,-89.203053
BERTHA VON GLUMER,18.308036,-89.187652
14 DE SEPTIEMBRE,18.04516,-89.159618
ALFREDO HUCHIN PERERA,19.14022,-89.046799
JAVIER ROJO GOMEZ,18.515891,-88.335765
LE' YAX KANBALE',18.533512,-88.302064
JOSEFA ORTIZ DE DOMINGUEZ,17.995074,-89.216037
JUAN RUIZ DE ALARCON,17.886939,-89.170942
MIGUEL HIDALGO Y COSTILLA,18.52952,-88.291168
WILBERTH ANTONIO CABRERA PACHECO,18.548627,-88.273282
MANUEL ANTONIO AY,18.533247,-88.291935
LAZARO CARDENAS,18.506182,-88.315657
HELGA MARIA DURAN ROSEL,18.297203,-88.652245
FRANCISCO GONZALEZ BOCANEGRA,18.513319,-88.326283
5 DE MAYO,18.516493,-88.352801
BENITO JUAREZ,18.679253,-88.397008
ANGEL DE JESUS GONZALEZ RIVERO,18.247951,-88.652308
JAVIER MINA,18.420825,-88.53149
LAZARO CARDENAS DEL RIO,18.387118,-88.554237
BENITO JUAREZ,18.356664,-88.591929
AGUSTIN YANEZ,18.12578,-89.146972
VICENTE SUAREZ,19.037818,-88.170889
IGNACIO MANUEL ALTAMIRANO,18.92705,-88.5023
ARTURO BOLIO YENRO,18.517804,-88.428862
IGNACIO LOPEZ RAYON,18.851976,-88.67784
SIMON BOLIVAR,19.038514,-89.038862
EMILIANO ZAPATA,18.883078,-88.752761
RODOLFO BAEZA S,18.478091,-88.844913
JUAN RULFO,18.913739,-89.096314
8 DE OCTUBRE,19.057874,-88.941524
FRANCISCO MARQUEZ,19.142046,-88.496553
JAVIER ROJO GOMEZ,18.831444,-88.344094
MANUEL AVILA CAMACHO,18.484429,-88.754081
BENITO JUAREZ,18.897362,-88.705174
ARNALDO ISIDRO AGUAYO CANTO,18.796632,-88.727977
CARLOS LUGO LOPEZ,17.996924,-89.21622
LUIS PENICHE VALLADO,19.01176,-88.833301
POPOL VUH,18.810343,-88.368037
SOLIDARIDAD,18.202322,-89.204211
26 DE OCTUBRE,17.995406,-89.312867
LAZARO CARDENAS,18.057268,-89.170635
PEDRO MANUEL MARTINEZ ARZU,18.170969,-89.271589
MELCHOR OCAMPO,18.071503,-89.299535
MIGUEL LERDO DE TEJADA,17.889822,-89.16925
AARON MERINO FERNANDEZ,17.875226,-89.354982
DIEGO RIVERA,18.932151,-88.737683
FRANCISCO ZARCO,18.525923,-88.275303
MAHATMA GANDHI,18.231986,-88.668903
PEDRO RAMIREZ GONGORA,18.456167,-88.927286
LUIS ALVAREZ BARRET,18.494813,-88.481072
20 DE NOVIEMBRE,18.658184,-88.218685
BENITO JUAREZ,18.812952,-88.572405
QUETZALCOATL,18.107151,-88.72851
CARLOS HOY,18.896733,-88.705737
NICOLAS BRAVO,18.982951,-88.507995
JOSE MARTINEZ EL PIPILA,18.56166,-88.254012
IGNACIO JOSE DE ALLENDE,18.941413,-88.641294
JAVIER ROJO GOMEZ,19.086652,-88.593446
CUAUHTEMOC,18.657522,-88.217761
FELIPE CARRILLO PUERTO,18.675092,-88.392688
MIGUEL HIDALGO Y COSTILLA,18.904432,-88.384047
XILONEN,18.725851,-89.133918
CONSTITUCION DE 1917,18.871191,-88.844075
SERAPIO FLOTA MAAS,19.078715,-88.66044
FRIDA KAHLO,18.554022,-88.466225
MANUEL M. PONCE,18.788586,-89.135353
JUAN DE LA BARRERA,18.506635,-88.301245
OTILIO MONTA—O,18.494868,-88.395325
PLAN DE AYALA,19.02569,-88.108077
JOSE GASTON PEREZ ROSADO,18.195315,-88.981915
IGNACIO ZARAGOZA,18.556024,-88.256312
JUAN N ALVAREZ,19.043064,-88.420024
CURSOS COMUNITARIOS PRIMARIA,18.990308,-88.612719
30 DE ABRIL,19.575296,-88.044117
ZAMNA,19.580563,-88.045781
CUAUHTEMOC,19.859155,-88.175191
CURSOS CENTROS INFANTILES,19.852209,-88.328051
JOHANN H. PESTALOZZI,19.609013,-88.561101
PEDRO BALAM KU,19.6099,-88.56219
MIGUEL HIDALGO Y COSTILLA,19.609929,-88.5623
LEONA VICARIO,19.699238,-88.376858
DOCE DE OCTUBRE,19.578301,-88.046324
EDMUNDO VILLALBA RODRIGUEZ,19.583801,-88.040615
PRESIDENTE JUAREZ,19.289123,-88.223014
JOAQUIN BARANDA,19.242219,-88.5507
IGNACIO ZARAGOZA,19.400066,-88.6195
DIANA LAURA RIOJAS,19.805476,-88.117326
JUSTO SIERRA MENDEZ,19.197573,-88.116356
AGUSTIN MELGAR,20.193869,-88.366044
SILVESTRE EROSA PENICHE,19.402781,-88.132246
CURSOS COMUNITARIOS PRIMARIA INDIGENA,19.638097,-88.291798
EMILIANO ZAPATA,19.457749,-88.357424
FRANCISCO VILLA,20.056336,-88.167875
MINERVA LARA GOMEZ,21.160523,-86.847631
BENITO JUAREZ,19.577771,-88.041475
JUAN JOSE ARREOLA,19.769085,-88.197665
RAFAEL RAMIREZ CASTA—EDA,21.174435,-86.863918
JACINTO PAT,19.367218,-88.405827
RAFAEL RAMIREZ CASTA—EDA,21.133199,-86.875272
JACINTO CANEK,19.574352,-88.044923
EL CHAMIZAL,20.145474,-88.106761
MANUEL VAZQUEZ GIL,20.145181,-88.107786
CURSOS COMUNITARIOS PREESCOLAR INDIGENA,20.137262,-87.961927
CURSOS COMUNITARIOS PRIMARIA INDIGENA,19.764976,-87.862678
CURSOS COMUNITARIOS PREESCOLAR INDIGENA,20.153414,-88.026343
VENUSTIANO CARRANZA,19.174869,-88.168135
CURSOS COMUNITARIOS PREESCOLAR INDIGENA,20.162784,-88.063155
JACINTO PAT,19.387566,-88.265558
IGNACIO RAMIREZ LOPEZ,19.641684,-99.413755
ELEAZAR VAZQUEZ VAZQUEZ,19.367216,-88.405834
JAVIER ROJO GOMEZ,18.668528,-88.394569
VALENTIN GOMEZ FARIAS,18.965142,-88.406059
ADOLFO LOPEZ MATEOS,18.500962,-88.308824
NI—OS HEROES,18.512166,-88.326037
SE—OR,19.3026,-88.537718
CECILIO CHI,19.28743,-88.57497
LOL HA,19.843183,-88.134433
PLAN DE AYALA,19.633872,-88.20796
ZAMNA,19.37084,-88.33392
JAIME TORRES BODET,21.163469,-86.841159
ABELARDO TRUJILLO VADO,19.720284,-88.264449
JACINTO PAT,20.218459,-88.04213
EMILIANO ZAPATA,19.837205,-87.860586
RUBEN DARIO,18.954991,-88.16358
AMADO NERVO,21.157819,-86.91398
JESUS GARCIA,20.240609,-88.25674
CECILIO CHI,19.576053,-88.051296
CECILIO CHI,20.197215,-88.374066
ALFONSO CASO,19.915284,-88.159741
KUKULKAN,21.157436,-86.845959
JACINTO PAT,19.290768,-88.225586
GUERRA DE CASTAS,20.196949,-88.375289
WENCESLAO ALPUCHE,19.398614,-88.617778
FELIPE CARRILLO PUERTO,19.581396,-88.050053
PLANTEL TIHOSUCO,20.195262,-88.366411
30 DE JULIO,20.190895,-88.378706
SOR JUANA INES DE LA CRUZ,21.18577,-86.843037
CESAR MENDOZA SANTANA,21.234517,-86.73188
ALFONSO ARTURO ONTIVEROS CARRILLO,19.858685,-88.174991
GUADALUPE VICTORIA,19.578111,-88.044793
LUIS ECHEVERRIA ALVAREZ,20.013653,-88.138666
JOSE FRANCISCO MAY PECH,20.013636,-88.138666
RAFAEL RAMIREZ,19.833962,-88.132268
ALFONSO CASO,19.145068,-88.170882
MARIANO MATAMOROS,21.160634,-86.847594
ANDRES QUINTANA ROO,19.808609,-88.351669
IGNACIO MANUEL ALTAMIRANO,19.586834,-88.043724
18 DE MARZO,19.530698,-96.943959
FELIPE CARRILLO PUERTO,19.582993,-88.030086
NI—OS HEROES,18.512172,-88.326026
GONZALO AGUIRRE BELTRAN,20.214494,-87.982757
JOSE MARIA DE LA VEGA,18.5505308,-88.25882
JOSE MARIA MORELOS Y PAVON,21.143635,-86.872044
VICENTE KAU CHAN,19.861003,-88.392745
LAZARO CARDENAS,19.581396,-88.050053
GUADALUPE VICTORIA,18.519904,-88.335197
RAFAEL E. MELGAR,21.102819,-87.487872
JOSEFA ORTIZ DE DOMINGUEZ,19.695931,-88.378086
JUAN JACOBO ROSSEAU,19.662481,-88.444398
SIETE DE NOVIEMBRE,19.6625,-88.444444
ANSELMO TAMAY,19.581396,-88.050053
JACINTO CANEK,19.574389,-88.04494
PRIMERO DE SEPTIEMBRE,19.768049,-88.200094
JACINTO PAT,19.367144,-88.405843
EMILIANO ZAPATA,21.087837,-86.845914
ALVARO OBREGON,18.497004,-88.289853
GONZALO GUERRERO,18.45731,-88.927739
PASCUAL CORAL HEREDIA,18.070885,-89.171096
NACHI COCOM,18.171716,-89.269511
RUBEN DARIO CARRILLO GONGORA,18.057077,-89.172324
ALVARO OBREGON,18.193426,-88.693294
SALVADOR NOVO,18.500977,-88.529663
LEYES DE REFORMA,18.11428,-88.729468
JUAN RULFO,18.231835,-88.66963
ABRAHAM CASTELLANOS,18.50767,-88.56861
RIO HONDO,18.813167,-88.57255
LAZARO CARDENAS,18.487698,-88.669384
VICENTE GUERRERO,18.179045,-89.343681
ABRAHAM CASTELLANOS,18.018051,-89.273227
RAFAEL CHAZARO PEREZ,18.686923,-88.397203
RUFO FIGUEROA,18.529627,-88.30464
LAURO AGUIRRE,17.871936,-89.240277
ZAMNA,18.561103,-88.253487
IGNACIO HERRERA LOPEZ,18.810924,-88.371286
REVOLUCION MEXICANA,18.940761,-88.400156
VICENTE GUERRERO,18.495303,-88.294586
MARIA LUISA JIMENEZ AZARCOYA,18.505796,-88.530359
CURSOS COMUNITARIOS PREESCOLAR,19.04611,-88.41872
ADOLFO LOPEZ MATEOS,18.872806,-88.843457
ENRIQUE BAROCIO,18.94199,-88.641376
CARLOS PELLICER,17.884724,-89.284787
FELIPE CARRILLO PUERTO,18.010235,-88.822456
JUAN LORENZO LOEZA RIVERA,18.955791,-88.165889
EMILIANO ZAPATA,18.760105,-88.857953
CURSOS COMUNITARIOS PREESCOLAR,17.858173,-89.250896
MARIANO MATAMOROS,18.061471,-89.170451
IGNACIO RAMIREZ,18.769321,-89.062801
ALVARO OBREGON,18.923863,-88.498625
ROSARIO CASTELLANOS,18.500747,-88.308569
JAVIER ROJO GOMEZ,17.897165,-88.877277
JUAN DE LA BARRERA,18.882221,-88.236719
VICENTE GUERRERO,18.850968,-88.6784
SAN PEDRO PERALTA,19.037302,-89.038182
NATALIA AGUILAR CARRAZCO,19.079868,-88.808622
BASILIO ORLANDO AGUILAR TORRES,18.914251,-89.095808
EMILIANO ZAPATA,19.057948,-88.943092
MARIA MONTESSORI,18.996787,-88.56946
ROSARIO MA GUTIERREZ ESKILDSEN,18.968147,-88.406178
DAVID GUSTAVO GUTIERREZ RUIZ,18.270889,-88.685721
NICOLAS BRAVO,18.821918,-89.069683
VENUSTIANO CARRANZA,17.896825,-88.877915
MARCIANO CAHUICH BALAM,19.077246,-88.456912
BENITO JUAREZ,18.793604,-88.501453
10 DE MAYO,18.796387,-88.727168
JOSE MARIA MORELOS,18.603459,-88.811666
AMIRA AVILA CERVANTES,21.192003,-86.850037
JOSE MARIA MORELOS Y PAVON,19.044468,-88.634704
JAVIER ROJO GOMEZ,17.975265,-88.821058
AGUSTIN DE ITURBIDE,18.533768,-88.297746
BENITO JUAREZ,18.533739,-88.317535
VALLEHERMOSO,19.079878,-88.660708
JOSEFA ORTIZ DE DOMINGUEZ,18.991234,-88.612206
JAIME TORRES BODET,18.882673,-88.753563
SEGISMUND FREUD,18.868828,-88.924921
VICENTE GUERRERO,18.910362,-88.863233
EMILIANO ZAPATA,18.514089,-88.322168
LAZARO CARDENAS,21.352204,-87.428902
ZAMORA,19.080516,-88.791744
SANTIAGO PACHECO CRUZ,19.554195,-99.154694
ROSARIO MARIA GUTIERREZ ESKILDSEN,18.53403,-88.300223
CENTRO SOCIAL (ROSA DEHESA),17.475518,-91.321282
GIMNASIO CELEDONIO ABREU SUAREZ,17.475871,-91.32097
ASOCIACION GANADERA,17.475414,-91.32232
CASA DE ARTE,17.481607,-91.32986
ALBERGUE MUNICIPAL,17.484035,-91.315916
C.B.T.A. # 82,17.49843,-91.314913
CENTRO SOCIAL,17.423621,-91.263354
CENTRO SOCIAL,17.411194,-91.224408
Unidad Domingo Colin,17.979462,-93.378656
Colegio de Bachilleres # 5,17.989028,-93.392472
Colegio de Post Campus Tabasco,17.976557,-93.385882
Primaria Lazaro Caradenas del Rio,17.966417,-93.373611
CECATI 44,17.972972,-93.359417
UPCH,17.960077,-93.366291
Esc. Prim. Jose Ortiz de Dominguez,18.121056,-93.452278
Escuelas Priarias Poblado C-9,18.175694,-93.489222
Esc. Sec. tec. # 33,18.170306,-93.495972
Casa Ejidal,18.174722,-93.49
Salon Antigua Primaria,17.992863,-93.381418
Casa Ejidal,18.1725,-93.484444
Casa Ejidal,18.175344,-93.491204
DIF Municipal,17.990336,-93.380656
Deportivo la Ceiva,17.991032,-93.378201
Esc. Prim. Rural,18.287361,-93.556639
Esc. Tomas Garrido C,18.165667,-93.706972
Casa de usos multiples,18.165833,-93.705556
Casa de usos multiples,18.151944,-93.757222
Casino del Pueblo,18.111389,-93.496667
Primaria Emiliano Zapata,18.112083,-93.499528
Esc. Beatriz zentella T.,18.1765,-93.909694
Cbta No. 200,18.278861,-93.888639
Esc. Clemencia Marin,18.296833,-93.855528
Esc. Delia Hernandez Ricardez,18.294639,-93.863
Esc. Prim. Juan T. Gonzalez,18.088167,-93.359667
Esc. Prim. Francisco I Madero,18.008477,-93.35975
Esc. Alberto Cortez Zapata,18.256889,-93.59725
Cecyte # 15,18.175028,-93.567806
Esc. Francisco Javier Santa Maria.,18.152889,-93.741861
Esc. Benito JuÈrez Garcia,18.153194,-93.742694
Esc. Carlos A. Madrazo,18.152944,-93.741778
Colegio CBTIS #93,17.975361,-93.358333
Esc. RamÛn Sosa Torres,18.317528,-93.525944
Esc. Jesus Valenzuela C.,18.216639,-93.860944
Esc. Ignacio LÛpez Dominguez,18.116139,-93.767194
Academia DIF Municipal,17.990464,-93.38263
Esc. Sec. TÈcnica No. 10,17.991806,-93.383194
Sec. Federal no. 2 Ricardo Flores,17.993472,-93.383194
Colegio Bachilleres #35,17.97875,-93.382806
Centro Recreativo,18.53361,-92.646944
Colegio de bachilleres plantel 12,18.53547,-92.643667
Esc. Sec. Fed. Felix fulgencio palavicini,18.53678,-92.639861
Esc. Leon alejo torre,18.53458,-92.648361
Alberge estudiantil de varones,18.540496,-92.643287
"Iglesia presbiteriana ""estrella de belen""",18.532041,-92.651158
Templo adventista del 7o. DÌa,18.536982,-92.641913
Esc. Prim. Alberto correa zapata,18.53058,-92.651111
Esc. Joaquin pedrero cordova,18.524622,-92.650927
Edificio del c.a.p.e.p.,18.529312,-92.65223
"Iglesia catolica ""monte carmelo""",18.533683,-92.640406
Bodega de la apitab,18.531289,-92.653787
Edifio de la logia tabasco no. 9,18.533477,-92.646933
"Edificio de la logia ""esperanza"" no. 2",18.533496,-92.646854
Esc. Prim. Manuel sanchez marmol,18.43742,-92.858806
Delegacion municipal,18.59056,-92.634167
Edificio de la secadora,18.590329,-92.634199
