Nombre inmueble,Latitud,Longitud
Instalaciones DIF Municipal,19.79275,-103.474053
Casino Hidalgo,19.819967,-103.467567
Centro de Convenciones,19.820531,-103.469836
SalÛn de Eventos El Ingreso,19.819261,-103.474856
SalÛn de Eventos Las Fuentes,19.814706,-103.467381
Auditorio Municipal,19.882928,-103.60075
Casa de La Cultura,19.882294,-103.597053
Club de Leones,19.884472,-103.601442
Ex-convento Tercera Orden,19.883458,-103.600578
SalÛn de Eventos San Miguel,19.878444,-103.597711
DIF Usmajac,19.869272,-103.545053
Anexo San Miguel,19.878581,-103.597851
SalÛn 3 Valles,19.878297,-103.597733
Casino Cine Viejo,19.874831,-103.535833
SalÛn de Fiestas Amatit¡°n,19.875164,-103.534122
SalÛn Para Eventos Ju¡°rez,19.877217,-103.601653
Bodega Santa InÈs,19.880389,-103.603153
SalÛn de Eventos El Ajusco,19.940519,-103.754186
SalÛn de Eventos El Rodeo,19.942294,-103.754042
Parroquia de San Antonio,19.945531,-103.758569
Colegio Sierra de Tapalpa,19.940714,-103.756303
Escuela Emma Bracamontes,19.946183,-103.758719
Casino Ferrera,19.944803,-103.757142
Bodega Juanacatl¡°n,20.032344,-103.685969
Bodega Atacco,19.923319,-103.747583
Auditorio Municipal,19.944006,-103.754328
SalÛn de Eventos Vista Real,19.942494,-103.757039
Casa Ejidal,20.072708,-103.552933
DIF Municipal Techaluta,20.074922,-103.549444
Presidencia Municipal,20.074406,-103.551025
Escuela Primaria Nicol¡°s Bravo,20.073794,-103.550964
Escuela Secundaria Lauro Montenegro,20.074725,-103.549694
Escuela Primaria JosÈfa Ortiz de Dominguez,20.074333,-103.548992
Escuela Primaria Ignacio Altamirano,20.089881,-103.545822
Capilla del Santo Ni¡±o de La Salud,20.092103,-103.545825
Escuela Primaria Lauro Montenegro,20.130692,-103.535664
Delegacion Municipal,20.132483,-103.533825
Casa Ejidal,20.132653,-103.534689
Capilla de San Miguel,20.132878,-103.533933
Telesecundaria Agustin de La Rosa,20.133178,-103.530519
Capilla de San Cayetano,20.113792,-103.601422
Escuela Primaria JosÈ Antonio Torres,20.114047,-103.602089
Escuela Primaria,20.158453,-103.595028
Primaria Agustin Ya¡±ez,20.091919,-103.378344
Colegio Guadalupe S/N,20.089917,-103.371844
Secundaria RamÛn Corona,20.091256,-103.376422
Foro Parroquial,19.602383,-103.914233
Escuela Secundaria TÈcnica,19.602189,-103.914639
Centro de desarrollo Ex Clinica,19.599583,-103.913147
Casa de La Cultura Municipal,19.602347,-103.914853
Casa Ejidal de Tonila,19.411656,-103.547994
Casa Ejidal de San Marcos,19.44385,-103.506906
Licenciado Gustavo Hernandez Covarrubias,19.552689,-103.377381
Casino Disney,19.558689,-103.371319
Casino La Salida,19.555708,-103.375392
Casino Bam-Bam,19.549567,-103.375928
Casino Hermanos Marin,19.553622,-103.386556
Casino Valdivias,19.556469,-103.388242
SalÛn Blanquita,19.551408,-103.373839
SalÛn Hacienda Venegas,19.556206,-103.380439
SalÛn Las Violetas,19.563647,-103.370614
SalÛn Rancho Grande,19.559319,-103.378825
SalÛn California,19.557586,-103.374856
SalÛn Azteca,19.553214,-103.378511
SalÛn Santa MarÌa,19.55995,-103.381272
SalÛn La Terraza,19.560497,-103.37195
SalÛn Campestre,19.559244,-103.378714
SalÛn Tapatio,19.559003,-103.378494
SalÛn Paraiso,19.558675,-103.377842
SalÛn Candiles,19.558608,-103.377747
Auditorio de La SecciÛn Xl,19.561856,-103.376258
SalÛn La Noria,19.560247,-103.373467
SalÛn La Fuente,19.5619,-103.369747
Casa Ejidal,19.561342,-103.367839
DIF Municipal,19.561056,-103.368611
SalÛn Jaliciense,19.552294,-103.377022
Casino Auditorio Municipal,19.556536,-103.376842
SalÛn Shimizu,19.556019,-103.373567
El Cihuapilli,19.556714,-103.389078
Moggos,19.557667,-103.385706
DIF Municipal - AtenciÛn Al Anciano -,19.559331,-103.372244
Unidad deportiva,19.560258,-103.369789
Escuela Preparatoria Regional,19.547636,-103.395172
Unidad deportiva S.T.A.,19.559244,-103.371375
Escuela,19.527247,-103.402611
Casa Ejidal,19.572636,-103.513831
Iglesia,19.529861,-103.438228
Casa Ejidal,19.530136,-103.441767
Iglesia,19.563142,-103.332947
Casa Ejidal,19.529814,-103.400764
Iglesia,19.496456,-103.402567
SalÛn del Lugar,19.48195,-103.371403
SalÛn del Lugar,19.504386,-103.372911
Iglesia,19.513586,-103.397306
SalÛn del Lugar,19.481369,-103.393853
Iglesia,19.481175,-103.381744
SalÛn del Lugar,19.511408,-103.397028
Escuela,19.489742,-103.3848
Casa Ejidal,19.423492,-103.410708
Bodega del Lugar,19.55375,-103.372458
SalÛn del Lugar,19.452125,-103.457389
Escuela,19.553014,-103.369747
SalÛn del Lugar,19.497497,-103.402983
SalÛn del Lugar,19.553197,-103.367519
Casa Ejidal,19.342539,-103.404467
Bodega Particular,19.330053,-103.432833
SalÛn del Lugar,19.307794,-103.463964
Bodega Particular,19.347753,-103.462056
Iglesia,19.346244,-103.462994
Bodega de Las Bombas,19.530747,-103.439822
SalÛn del Lugar,19.531014,-103.476869
SalÛn del Lugar,19.465194,-103.354431
SalÛn del Lugar,19.502911,-103.461572
Bodega Particular,19.478756,-103.460256
Bodega Particular,19.464342,-103.473089
SalÛn del Lugar,19.475933,-103.492714
SalÛn del Lugar,19.554025,-103.381606
SalÛn del Lugar,19.4517,-103.457789
Auditorio Municipal,19.747986,-103.766067
Auditorio Municipal Jiquilpan,19.778056,-103.779019
Auditorio Caja Popular,19.746867,-103.770481
Casa de La Juventud,19.747522,-103.766686
Casa Pastoral,19.747825,-103.767567
Casino Quinta Real,19.7479,-103.764531
Casino La FieSanta,19.746344,-103.763742
Secundaria TÈcnica # 37,19.745661,-103.763908
Centro Escolar Juan Rulfo,19.748378,-103.770211
Colegio Independencia,19.747208,-103.769044
Escuela Primaria # 296,19.7483,-103.769875
Escuela Preparatoria,19.745311,-103.758619
Escuela Secundaria Foranea # 42,19.744472,-103.771853
Auditorio Municipal,20.229303,-103.572758
Casino SecciÛn 55,20.229986,-103.572211
Las Criptas,20.231067,-103.571508
SecciÛn 23,20.225417,-103.568289
DIF Municipal,20.231078,-103.573619
Casa de La Cultura,20.227617,-103.5732
Auditorio Municipal,20.229414,-103.573583
Casa de Las ArtesanÌas,20.230508,-103.572108
Asilo de Ancianos Casa Hogar,19.633422,-103.446914
Casino Auditorio Municipal,19.629011,-103.4165
Casino SecciÛn # 55 Tolteca,19.630347,-103.427156
Las Borregas Club Tolteca,19.6275,-103.416175
Casa de La Cultura,19.547272,-103.813656
Disco,20.275219,-104.239292
Casa de La Cultura,20.274136,-104.238903
Casino Las Palomas,20.085972,-103.861086
SalÛn de Usos M¡∫ltiples,20.089103,-103.863239
Casino 3 Coronas,20.088756,-103.860814
Casino Municipal,19.90725,-104.160814
SalÛn de √É≈°sos M¡∫ltiples,19.905556,-104.1636
Bodega Monte Carlo,19.839933,-104.272942
Casa Ejidal,19.840933,-104.276764
Casa de La Cultura,19.806739,-104.216425
Casino El Relicario,19.805572,-104.214431
Casa Ejidal El Grullo,19.807783,-104.219236
DIF Municipal,20.0859,-104.098253
Casa de La Cultura,20.085942,-104.098217
Casa Hogar El LimÛn,19.824294,-104.155064
Casa de La Cultura El LimÛn,19.8262,-104.157889
Sistema DIF El LimÛn,19.820725,-104.152097
SalÛn de Eventos Lupitas,20.195703,-104.044311
Casa Ejidal,20.219033,-104.164392
Casa de La Cultura,19.699089,-103.982708
Casa Ejidal,19.6977,-103.980961
Centro Comunitario DIF,19.974744,-104.261083
SalÛn DIF,19.974972,-104.261125
Auditorio de La SecciÛn Xl,19.956736,-104.267331
Auditorio de La Normal,19.952086,-104.270672
DIF Municipal Autl¡°n de Navarro,19.770972,-104.361133
Colegio Tepeyac,19.77835,-104.365836
Auditorio Municipal Solidaridad,19.776208,-104.360175
Telesecundaria L¡°zaro C¡°rdenas,19.877975,-104.382467
Escuela Primaria Emiliano Zapata,19.880931,-104.382314
JardÌn de Ni¡±os Emiliano Zapata,19.878503,-104.381264
JardÌn de Ni¡±os Cuahutemoc,19.677867,-104.326831
Escuela Primaria Casimiro Castillo,19.677639,-104.325947
Telesecundaria Benito Ju¡°rez,19.804081,-104.38435
Escuela Primaria Federal Ni¡±os Heroes,19.802656,-104.383808
Escuela Primaria El Ideal,19.709017,-104.281017
Escuela Primaria Federal 5 de Mayo,19.708533,-104.280956
Escuela Rural Federal Independencia,19.819247,-104.268769
Iglesia del Sagrado CorazÛn,19.818911,-104.268936
Escuela Primaria Estatal Independencia,19.718844,-104.202731
Escuela Secundaria TÈcnica # 84,19.719139,-104.199889
Parroquia del Lugar,19.845189,-104.285339
JardÌn de Ni¡±os Voces del RÌo,19.844897,-104.286139
Escuela Primaria JosÈ MarÌa Morelos,19.842686,-104.285858
Centro Comunitario DIF,19.844642,-104.285242
Escuela Primaria Rural RevoluciÛn,19.820022,-104.4231
Telesecundaria Venustiano Carranza,19.771586,-104.292306
Escuela Primaria JosÈ MarÌa Morelos,19.770931,-104.293906
Escuela Primaria Federal CuauhtÈmoc,19.710492,-104.322556
Escuela Primaria El Porvenir,19.749128,-104.233414
Escuela Primaria Agustin Melgar,19.816464,-104.409869
JardÌn de Ni¡±os Quetzaltcoatl,19.816153,-104.409742
Primaria Francisco Navarro,19.813711,-104.296419
Escuela Primaria Francisco Navarro,19.813444,-104.296506
Escuela Primaria Sin Nombre,19.779942,-104.364945
JardÌn de Ni¡±os Sin Nombre,19.813361,-104.297214
Escuela Federal Rural Francisco Indalecio Madero,19.699064,-104.203278
Escuela Primaria Rural Benito Ju¡°rez,19.717511,-104.286408
Iglesia del Lugar,19.772539,-104.247022
Escuela Primaria JosÈfa Ortiz de Dominguez,19.773436,-104.246558
Escuela Primaria Hermenegildo Galeana,19.857036,-104.377119
Escuela Primaria,19.839617,-104.346486
Escuela Primaria Federal Justo Sierra,19.819411,-104.334231
Escuela Primaria Federal El Porvenir,19.720547,-104.261344
Escuela Primaria Federal El Ideal,19.797519,-104.352452
JardÌn de Ni¡±os Cristobal ColÛn,19.797066,-104.352488
Escuela Primaria Rural Federal Francisco Gonzalez Bocanegra,19.739031,-104.191881
Escuela Primaria Federal Miguel Hidalgo,19.667356,-104.233842
JardÌn de Ni¡±os MarÌa Montezore,19.666544,-104.235581
"Escuela Primaria El VolantÌn ""Conafe""",19.779783,-104.338892
Casa de La Cultura,19.602825,-104.436303
DIF Municipal,19.602922,-104.439572
Casino Ca¡±ero,19.604106,-104.436519
Casa Ejidal Barranca de La Naranjera,19.662878,-104.451475
Escuela Preparatoria Regional,19.661772,-104.452769
JardÌn de Ni¡±os Itzia,19.551431,-104.487008
Escuela Primaria Benito Ju¡°rez,19.550428,-104.485997
Escuela TÈcnica # 53,19.551878,-104.476753
"JardÌn de Ni¡±os, Ni¡±os Heroes",19.613406,-104.452064
Escuela Primaria 712 Gonzalez Gallo,19.603956,-104.434425
Templo del Lugar,19.603017,-104.437028
Escuela Primaria AndrÈs Figueroa,19.563639,-104.555564
SalÛn Municipal,19.622156,-104.534936
Escuela Primaria Francisco M¡°rquez,19.620483,-104.533686
JardÌn de Ni¡±os S/N,19.620619,-104.536542
JardÌn de Ni¡±os Sor Juana,19.626336,-104.536369
Escuela Secundaria TÈcnica # 138,19.621858,-104.535742
Escuela Preparatoria,19.627364,-104.531444
Casa Ejidal Y Bodega,19.661681,-104.489194
SalÛn de Baile Sin Nombre,19.660008,-104.493472
Casa Ejidal,19.632042,-104.440061
Escuela Primaria 726 Juan Escutia,19.634078,-104.441417
JardÌn de Ni¡±os General Manuel A.Camacho,19.499042,-104.524269
Primaria Francisco Indalecio Madero,19.498425,-104.523531
Tele Secundaria Esteban Vaca CalderÛn,19.499331,-104.525594
Casa Ejidal,19.497978,-104.5221
Escuela SecundariaTÈcnica #158,19.561928,-104.558517
JardÌn de Ni¡±os El Principito,19.559383,-104.559761
Escuela Adolfo LÛpez Mateos,19.492189,-104.529347
Templo del Lugar,19.493244,-104.529194
Escuela Primaria L¡°zaro C¡°rdenas del RÌo,19.661992,-104.493575
Casa Ejidal Benito Ju¡°rez,19.660881,-104.492347
Escuela Primaria Urbana #1076 Ignacio Allende,19.660247,-104.490756
Tele Secundaria MarÌano Barcenas #110,19.636,-104.480389
Casa Ejidal de La Cabecera Municipal,19.605203,-104.438728
DIF El Zapotillo,19.632603,-104.44115
Casino Ejidal,19.621972,-104.534664
Escuela PrimariaAgustin Melgar # 561,19.620736,-104.535747
Escuela de La Naranjera,19.634536,-104.481892
Galeras de La CNC,19.5992,-104.438844
Escuela Secundaria TÈcnica # 36,19.604219,-104.441608
Casino de La Feria,19.603406,-104.437872
Escuela Marcelino GarcÌa Barrag¡°n # 424,19.603236,-104.435678
Casa Ejidal,19.550694,-104.485219
Galeras del Ejido,19.545467,-104.482392
Escuela Secundaria For¡°nea 53,19.553106,-104.489272
Casa Ejidal,19.537633,-104.513283
Casa Ejidal,19.623503,-104.535272
Casino( SalÛn de Usos Multiples Y Bodega),19.623081,-104.5338
Escuela Hermenejildo Galeana,19.602712,-104.438296
Tele Secundaria,19.632786,-104.440222
TeleSecundaria ValentÌn GÛmez Farias,19.635158,-104.481853
Escuela Primaria MartÌnez Rodriguez,19.605942,-104.434033
Escuela Preparatoria del Lugar,19.609392,-104.449649
SalÛn Parroquial,19.621806,-104.535869
Iglesia Capilla del Refugio,19.621564,-104.535494
Escuela Primitivo Tolentino,19.605097,-104.440025
Escuela JosÈ Antonio Torres,19.237528,-104.567522
Club de Leones,19.235836,-104.562392
Escuela Gregorio Torres Quintero,19.242797,-104.571669
Casa Ejidal,19.241292,-104.561475
Unidad Municipal de ProtecciÛn Civil,19.239397,-104.563764
Escuela Preparatoria,19.234692,-104.566794
Escuela Secundaria # 20,19.235633,-104.565381
Colegio JosÈ MarÌa Morelos Y PavÛn,19.235372,-104.57155
Escuela Juan Escutia,19.226025,-104.701967
Escuela Aquiles Serdan,19.225225,-104.705703
Disco Tanga,19.224603,-104.702961
Mercado Municipal,19.237308,-104.559386
Escuela Abel Salgado,19.222719,-104.700347
JardÌn de Ni¡±os Juan de La Barrera,19.219686,-104.69575
Centro de Educacion Comunitaria,19.239225,-104.570278
Escuela Juan de La Barrera,19.220144,-104.695731
Escuela Alvaro Obregon,19.221358,-104.699133
Escuela Ignacio Manuel Altamirano,19.203328,-104.683875
Escuela Secunadaria Francisca Chavez Cortes,19.204747,-104.683253
Casa Ejidal,19.207914,-104.681469
Escuela Miguel LÛpez de Legaspi,19.211417,-104.683469
JardÌn de Ni¡±os Consepcion Gonzalez,19.211397,-104.684111
Escuela Rafael RamÌrez,19.230983,-104.685911
JardÌn de Ni¡±os Gabriela Mistral,19.229928,-104.686789
Escuela Domingo Rosas,19.233583,-104.685142
Casa Ejidal Jaluco,19.229897,-104.684464
Escuela Alfredo Vladimir Bonfil,19.252506,-104.510606
Casa Ejidal,19.252925,-104.511108
Casa de La Salud,19.253053,-104.510253
Escuela Melchor,19.224744,-104.643931
Iglesia,19.225978,-104.643242
Casa Ejidal,19.225567,-104.641781
Escuela Pensador Mexicano,19.222094,-104.644169
Escuela Melchor Ocampo,19.328478,-104.709306
JardÌn de Ni¡±os Vicente Guerrero,19.328419,-104.709431
Casa Ejidal,19.242392,-104.717386
Escuela Amado Nervo,19.241919,-104.716294
JardÌn de Ni¡±os La Flor de La CoSanta,19.241008,-104.715717
Escuela Primaria Melchor Ocampo,19.247186,-104.474047
Primaria Xinachtojketl,19.392314,-104.201989
Primaria Federal RamÛn Garcia,19.496061,-104.173378
Escuela Primaria Federal Miguel,19.471406,-104.125211
Escuela Primaria Tlaltamalla,19.427164,-104.185567
Escuela CuauhtÈmoc,19.459892,-104.159506
Preescolar,19.459794,-104.159189
Centro DIF,19.480283,-104.172308
Casa Ejidal,19.480033,-104.171822
Escuela Secundaria Francisco Indalecio Madero,19.445069,-104.167511
Casa Ejidal Agua Zarca,19.469903,-104.184369
Casa Ejidal,19.497528,-104.316153
Casa Ejidal,19.326889,-104.282825
Casa Ejidal,19.387142,-104.519003
Escuela Preparatoria MÛdulo La Huerta,19.486831,-104.649117
Escuela Secundaria TÈcnica # 22,19.481797,-104.643539
DIF Municipal,19.478586,-104.642761
Escuela Primaria Justo Sierra,19.445967,-105.033836
Casa Ejidal,19.280658,-104.787519
Escuela Primaria Manuel LÛpez Cotilla,19.278372,-104.78685
JardÌn de Ni¡±os Benito Ju¡°rez,19.306942,-104.887922
Casa Ejidal,19.3727,-104.877672
Escuela Primaria Juan Gil Preciado,19.354064,-104.898481
Escuela Primaria 1 de Mayo,19.347786,-104.887664
Casa Ejidal ColÛnia Miguel Hidalgo,19.354883,-104.898511
Escuela Primaria Emiliano Zapata,19.384283,-104.965917
Escuela Primaria UniÛn y Progreso,19.382453,-104.965361
Escuela Primaria Emiliano Zapata,19.577603,-105.087617
JardÌn de Ni¡±os Sor Juana InÈs de La Cruz,19.574464,-105.084683
JardÌn de Ni¡±os JosÈfa Ortiz de DomÌnguez,19.58955,-105.126511
Escuela Primaria CuauhtÈmoc,19.590744,-105.124158
Escuela Primaria Independencia,19.703664,-105.140836
JardÌn de Ni¡±os Miguel Hidalgo,19.717058,-105.124972
Escuela Primaria Adolfo LÛpez Mateos,19.744264,-105.054942
Casa de La Cultura,19.481692,-104.645217
JardÌn de Ni¡±os Adolfo LÛpez Mateos,19.429817,-104.707472
JardÌn de Ni¡±os SimÛn Bolivar,19.383003,-104.702092
Casa Particular,19.334989,-104.886006
Casa Ejidal,19.305772,-104.886864
Casa Ejidal,19.352486,-104.900308
Primaria Independencia,19.335581,-104.884892
Iglesia del Sagrado CorazÛn,19.597989,-105.107689
Casa Ejidal,19.478761,-104.593333
Bodega Diconsa,19.333361,-104.948075
Primaria Juan Aldana,19.590139,-105.124708
DelegaciÛn,19.480589,-104.639011
Primaria Ni¡±o Campesino,19.476067,-104.61155
JardÌn de Ni¡±os El Cedro,19.49735,-104.865908
Centro de Salud,19.603256,-105.070322
Primaria Francisco Villa,19.300728,-104.883281
JardÌn de Ni¡±os Belisario Dominguez,19.718019,-104.606358
Casino PurificaciÛn,19.718683,-104.601606
Casa de La Cultura,19.718014,-104.605794
Escuela Preparatoria U. de G.,19.710703,-104.605367
Escuela Secundaria Miguel Hidalgo,19.711933,-104.606681
Escuela Primaria Emiliano Zapata,19.7182,-104.609997
Escuela Secundaria TÈcnica # 26,19.725211,-104.608508
Edificio DIF Municipal,19.721864,-104.605278
Escuela Primaria JosÈ MarÌa Morelos,19.714406,-104.602403
Escuela Primaria Andres de Urdaneta,19.717008,-104.606417
Escuela Primaria Ni¡±os Heroes,19.725792,-104.608053
Escuela Francisco Indalecio Madero,19.870378,-104.723903
JardÌn de Ni¡±os EstefanÌa Casta¡±eda,19.868647,-104.721158
Primaria Miguel Hidalgo Y Costilla,19.907908,-104.719633
JardÌn de Ni¡±os Federico Frobel,19.909158,-104.719317
Primaria L¡°zaro C¡°rdenas del RÌo,19.678289,-104.766525
Templo del Lugar,19.677756,-104.765931
Escuela Primaria L¡°zaro C¡°rdenas,19.661714,-104.790497
Escuela Primaria Adolfo LÛpez Mateos,20.009753,-104.704758
Escuela Primaria Emiliano Zapata,19.712633,-104.566056
Escuela Primaria Nicol¡°s Bravo,19.959372,-104.707286
Escuela Primaria A¡±o de Ju¡°rez,19.954517,-104.644711
Escuela Primaria 15 de Mayo,19.841156,-104.749942
Escuela Primaria MarÌa Dolores Cabia,19.729058,-104.703792
TÈcnico Superior Luis Donaldo Colosio,19.727147,-104.703272
Escuela Telesecundaria,19.752744,-104.535342
Escuela Primaria Ni¡±os Heroes,19.750808,-104.534672
Escuela Primaria Cuitlahuac,19.752219,-104.847722
TÈcnico Superior JosÈ Luis Moya,19.757358,-104.751875
JardÌn de Ni¡±os JosÈ MarÌa Morelos,19.757667,-104.751686
Escuela Primaria Benito Ju¡°rez,19.757706,-104.752058
Escuela Primaria Adolfo LÛpez Mateos,19.792778,-104.874722
Escuela Primaria Pensador Mexicano,19.885653,-104.708731
Escuela Primaria Emiliano Zapata,19.769267,-104.852669
Escuela Primaria ConstituciÛn Mexicana,19.799292,-104.720231
Escuela Primaria Manuel LÛpez Cotilla,19.870644,-104.682889
Escuela Primaria Francisco Indalecio Madero,19.721731,-104.748642
Escuela Primaria Juan Escutia,19.767903,-104.694311
Escuela Primaria Benito Ju¡°rez,19.688347,-104.681453
Escuela Primaria Venustiano Carranza,19.702039,-104.82285
Escuela Primaria Justo Sierra,19.886406,-104.969339
Escuela Primaria Adolfo LÛpez Mateos,19.867269,-104.757669
Escuela Primaria Vicente Guerrero,19.743325,-104.877794
TÈcnico Superior RamÛn Corona,19.883075,-104.636958
JardÌn de ni¡±os Miguel Hidalgo y Costilla,19.881631,-104.632556
Escuela Primaria Emiliano Zapata,19.879311,-104.634831
Primaria L¡°zaro C¡°rdenas del RÌo,19.652264,-104.715336
JardÌn de Ni¡±os MarÌa Monteosurri,19.652186,-104.715439
Escuela Primaria ValentÌn GÛmez FarÌas,19.887586,-104.583264
Escuela Primaria RamÛn Corona,19.677222,-104.728014
JardÌn de Ni¡±os Voces Infantiles,19.676314,-104.727681
TÈcnico Superior Ignacio Manuel Altamirano,19.676039,-104.727842
Escuela Primaria Cristobal ColÛn,19.718894,-104.795097
Escuela Primaria 16 de Septiembre,19.76,-104.918333
Telesecundaria,19.760325,-104.91855
Escuela Primaria Juan Diego,19.894892,-104.942264
JardÌn de Ni¡±os JosÈ Vasconcelos,19.750136,-104.770331
Escuela Primaria CuauhtÈmoc,19.750264,-104.770092
JardÌn de Ni¡±os del Lugar,19.688,-104.680867
Escuela Primaria Ni¡±os Heroes,19.756169,-104.629033
Centro Comunitario Tuito,20.320153,-105.326611
SalÛn Superior,20.319692,-105.326994
Escuela JosÈfa Ortiz de Dominguez,20.320436,-105.325
Secundaria TÈcnica # 137,20.322353,-105.325647
